,audio_filepath,start,end,text,pronunciation
326,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1126.32,1129.72,καθυστερήσω τζαί αύριο να πω ναι στο,kathisteriso dze avrio na po ne sto
327,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1127.88,1132.0,ματθαίο ματθαίου για τα έλια τζαί να σε,mattheo mattheu ja ta eʎa dze na se
328,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1129.72,1136.36,πόσω με το παραδάκι είσαι εξαφανισμένος,poso me to parathaci ise eksafanismenos
329,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1132.0,1136.36,ήντα γίνεται συμβαίνει κάτι,ida jinete simveni kati
330,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1163.44,1168.72,εσύ μας έλλειπες τώρα ήντα θες συφ είμαι,esi mas elipes tora ida thes sif ime
331,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1166.12,1170.88,σε απόγνωση χρειάζομαι πηγών ως χρήματα,se apoghnosi chrçazome pighon os chrimata
332,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1168.72,1172.96,εν το κατάλαβα αυτό το τελευταίο εν έννα,en do katalav afto to telefteo en ena
333,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1170.88,1175.52,πάρεις φράγκο από μένα το ξέρω ότι εν,paris fraŋɡo apo mena to ksero oti en
334,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1172.96,1178.28,έσιει βγει εξέταση αλλά έχω μείνει με,esji vji eksetasi ala echo mini me
335,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1175.52,1180.6,έχεις πολύ θράσος κοριτσάκι μου τζαί,eçis poli thrasos koritsaci mu dze
336,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1178.28,1183.559,έννα στον κόψω εγώ τον τσαμπουκά πώς μου,ena stoŋ ɡopso egho ton dzabuka poz mu
337,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1180.6,1185.679,μιλάς έτσι όπως γουστάρω έννα σου μιλάω,milas etsi opoz ghustaro ena su milao
338,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1183.559,1187.44,μου πες ψέματα ότι ήρθες στην κρήτη για,mu pez psemata oti irthes stiŋ ɡriti ja
339,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1185.679,1190.24,δουλειές πήγες τζαί βρήκες τη μελίνα τζαί,thuʎes pijes dze vrices ti melina dze
340,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1187.44,1192.6,της τα είπες όλα μη σε πετύχω στο δρόμο,tis ta ipes ola mi se peticho sto thromo
341,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1190.24,1192.6,έννα σε,ena se
342,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1194.159,1198.72,τσακίσω έννα σε φτιάξω εγώ κολόπαιδο,tsaciso ena se ftiakso egho kolopetho
343,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1203.6,1208.48,νη ήντα έννα κάνω πρέπει να φύγω από την,ni ida ena kano prepi na figho apo tin
344,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1206.24,1210.559,κρήτη έννα με σκοτώσει τζαί εμένα μαζί αχ,kriti ena me skotosi dze emena mazi ach
345,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1208.48,1212.72,τα λεγα εγώ βρε εν τα λεγα έννα,ta legha egho vre en da legha ena
346,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1210.559,1215.039,αποκαλυφθεί ότι ήταν ο αχιλλέας μαζί σου,apokalifthi oti itan o açileaz mazi su
347,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1212.72,1217.52,απ αλλού το περίμενα απ αλλού μου ήρθε,ap alu to perimen ap alu mu irthe
348,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1215.039,1219.88,έννα τιναχτεί ο γάμος μου στον αέρα αν,ena tinachti o ghamoz mu ston aer an
349,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1217.52,1222.919,μαθευτεί ότι σε καλύπτω το καταλαβαίνεις,mathefti oti se kalipto to katalavenis
350,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1219.88,1225.679,εγώ πάντως εν πρόκειται να πω τίποτα,egho pados em brocite na po tipota
351,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1222.919,1228.039,έχε χάρη που σε λυπάμαι τζαί αγαπάω τις,eçe chari pu se lipame dze aghapao tis
352,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1225.679,1230.64,γυναίκες τζαί εν τις ζηλεύω έχε χάρη σε,jineces dze en diz zilevo eçe chari se
353,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1228.039,1232.52,ευχαριστώ σώ άσε ευχαριστίες λοιπόν,efcharisto so ase efcharistiez lipon
354,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1230.64,1234.32,πρέπει να βγάλουμε εισιτήριο για αθήνα,prepi na vghalume isitirio ja athina
355,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1232.52,1236.2,έχω κάτι οικονομίες έννα σου δώσω τζαί,echo kati ikonomies ena su thoso dze
356,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1234.32,1238.24,ριάλια μόνο που πρέπει να τραβήξω από την,riaʎa mono pu prepi na travikso apo tin
357,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1236.2,1240.88,τράπεζα κ όλα αυτά κρυφά εν πρέπει να,trapeza kapa ol afta krifa em brepi na
358,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1238.24,1244.039,μάθει τίποτα ο διαμαντής πρέπει να,mathi tipota o thiamadis prepi na
359,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1240.88,1247.84,συντονιστώ ποιος είναι ο διαμαντής ποιος,sidonisto pios ine o thiamadis pios
360,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1244.039,1250.88,άλλος να ήντα σου λέα στατς,aloz na ida su lea stats
361,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1247.84,1253.84,τώρα έλα διαμαντή,tora ela thiamadi
362,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1250.88,1256.0,μου ήντα κάνεις εγώ έφυγα τώρα απ την,mu ida kanis egho efigha tor ap tin
363,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1253.84,1259.72,κωνσταντίνα τζαί κάνω βόλτες τριγυρνάω,konstadina dze kano voltes trijirnao
364,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1256.0,1261.48,πήρα τζαί τη μελίνα αλλά εν απαντάει,pira dze ti melina ala en apadai
365,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1259.72,1265.72,εσύ μίλησες με το,esi milisez me to
366,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1261.48,1269.279,σήφη ναι ήντα έγινε ήντα σου είπε α δε σου,sifi ne ida ejine ida su ipe alfa the su
367,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1265.72,1272.039,λέει γιατί εν σου λέει α είναι πολύ,lei jati en su lei alfa ine poli
368,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1269.279,1275.24,προσωπικό σοβαρά τα,prosopiko sovara ta
369,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1272.039,1277.88,πράγματα πολύ σοβαρά λοιπόν άκουσε,praghmata poli sovara lipon akuse
370,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1275.24,1280.44,διαμαντή μου πρέπει να πάω στην τράπεζα,thiamadi mu prepi na pao stin drapeza
371,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1277.88,1283.88,έσιει η κωνσταντίνα μία ανάγκη τζαί πρέπει,esji i konstadina mi anaŋɡi dze prepi
372,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1280.44,1286.64,να της δώσω ε έννα τραβήξω απ το δικό μου,na tiz thoso epsilon ena travikso ap to thiko mu
373,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1283.88,1289.24,λογαριασμό όι όι όι όι αγάπη μου σε,loghariasmo oɪ oɪ oɪ oɪ aghapi mu se
374,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1286.64,1292.52,παρακαλώ όι απ τον κοινό μας όι με,parakalo oɪ ap toŋ cino mas oɪ me
375,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1289.24,1294.6,τίποτα με τίποτα διαμαντή μου όι λοιπόν,tipota me tipota thiamadi mu oɪ lipon
376,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1292.52,1299.039,καλά έννα σε πάρω εγώ έννα σε πάρω εγώ,kala ena se paro egho ena se paro egho
377,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1294.6,1301.96,αργότερα έλα φιλάκια έξαλλος ο σήφης,arghotera ela filaca eksalos o sifis
378,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1299.039,1305.039,ευτυχώς τα μπουρδούλη εντάξει μια χαρά,eftichos ta burthuli edaksi mnya chara
379,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1301.96,1306.84,τάπα αχ θεέ μου πρέπει να να συντονιστώ,tap ach thee mu prepi na na sidonisto
380,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1305.039,1309.0,εγώ που συντονιστεί τελείως ήντα πρέπει να,egho pu sidonisti telios ida prepi na
381,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1306.84,1310.84,κάνω πρώτα πάρε τηλέφωνο την κωνσταντίνα,kano prota pare tilefono tiŋ ɡonstadina
382,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1309.0,1313.799,να ξέρει αν την πάρει ο διαμαντής να πει,na kseri an dim bari o thiamadiz na pi
383,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1310.84,1316.559,ότι έννα της δανείσεις ριάλια σωστά πανικός,oti ena tiz thanisiz riaʎa sosta panikos
384,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1313.799,1319.32,πανικός μικρή μου πανικός αλλά έχεις,panikoz mikri mu panikos ala eçis
385,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1316.559,1323.52,μυαλό ξουράφη,mialo ksurafi
386,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1319.32,1323.52,εγώ μου λες γιατί ανακατεύομαι σε όλα,egho mu lez jati anakatevome se ola
387,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1329.0,1335.559,αυτά πο σαι ρε γιώργη έλα δω ξεκαθάρισε,afta po se re jorji ela tho ksekatharise
388,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1332.6,1337.2,μου ήντα έγινε μπέρδεμα κύριε γιαννακάκη,mu ida ejine berthema cirie janakaci
389,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1335.559,1339.36,ήντα τρελά είναι αυτά που σας έλεγε ο,ida trela ine afta pu sas eleje omikron
390,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1337.2,1342.0,μηνάς μου τα πε τζαί εμένα τζαί με τρόμαξε,minaz mu ta pe dze emena dze me tromakse
391,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1339.36,1344.48,τρελά εν καταλαβαίνω ήντα,trela eŋ ɡatalaveno ida
392,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1342.0,1345.96,εννοείς ο μηνάς μας έβαλλε να,enois o minaz mas evale na
393,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1344.48,1348.52,παρακολουθήσουμε το αυτοκίνητο της,parakoluthisume to aftocinito tis
394,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1345.96,1350.48,γυναίκας του της βασιλικής μιστικο,jinekas tu tiz vasiliciz mistiko
395,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1348.52,1352.12,πουρέκκα εν την ξέραμε άσε που μάθαμε,pureka en diŋ ɡzerame ase pu mathame
396,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1350.48,1354.48,μετά ότι το αυτοκίνητο το κρατούσε η,meta oti to aftocinito to kratuse ita
397,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1352.12,1358.799,γυναίκα σας ναι πολύ σωστά το μάθατε,jineka saz ne poli sosta to mathate
398,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1354.48,1361.76,παρακάτω ήντα έγινε ήντα είδες λέγε ρε,parakato ida ejine ida ithez leje re
399,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1358.799,1363.64,καταρχήν συγγνώμη ξεκόλλα εν τρέχει,katarçin siŋɡnomi ksekola en dreçi
400,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1361.76,1366.44,συνέχισε συγγνώμη που τρομάξαμε τη,sineçise siŋɡnomi pu tromaksame ti
401,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1363.64,1369.12,γυναίκα σας ούτε αυτοί ξέρουμε ποια,jineka sas ute afti kserume pia
402,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1366.44,1372.039,είναι την είδαμε τζιαμέ νομίσαμε ότι ήταν,ine tin ithame dziame nomisame oti itan
403,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1369.12,1373.76,η βασιλική στην ουσία γιώργη ο μηνάς μου,i vasilici stin usia jorji o minaz mu
404,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1372.039,1375.96,είπε ότι την είδατε να φιλιέται με έναν,ipe oti tin ithate na fiʎete me enan
405,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1373.76,1377.48,άντρα λάθος κατάλαβα ο μηνάς εμείς του,adra lathos katalava o minas emis tu
406,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1375.96,1379.24,είπαμε ότι αρχικά ήμασταν κρυμμένοι,ipame oti arçika imastaŋ ɡrimeni
407,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1377.48,1381.84,γιατί πιο χαμαί υπήρχε ένα ζευγάρι που,jati pço chame ipirçe ena zevghari pu
408,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1379.24,1384.039,φιλιόντουσαν εν ξέραμε ι ήταν η γυναίκα,fiʎodusan eŋ ɡzerame iota itan i jineka
409,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1381.84,1384.039,σας,sas
410,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1400.52,1407.44,τζιαμέ ήντα έγινε αυτό που υποψιαζόμουν,dziame ida ejine afto pu ipopsiazomun
411,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1404.08,1409.919,είναι βέβαιο δηλαδή ναι,ine veveo thilathi ne
412,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1407.44,1412.88,ωραία σίγουρα είναι ωραία τζαί για σένα,orea sighura ine orea dze ja sena
413,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1409.919,1416.559,αγάπη μου σίγουρα αφού τα είπαμε τζαί,aghapi mu sighur afu ta ipame dze
414,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1412.88,1419.12,χθές αυτά είμαι ευτυχισμένη,chthes afta ime eftiçismeni
415,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1416.559,1421.4,νεκτάριε σκέφτηκα να φάμε όλοι μαζί,nektarie sceftika na fame oli mazi
416,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1419.12,1424.24,παρέα το μεσημέρι ναι νωρίς ακόμα,parea to mesimeri ne noris akoma
417,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1421.4,1427.559,καλύτερα να μην το μάθουν καλά ότι θες,kalitera na min do mathuŋ ɡala oti thes
418,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1424.24,1430.159,εσύ πήρα τη χριστίνα τηλέφωνο να φέρει,esi pira ti christina tilefono na feri
419,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1427.559,1430.159,τζαί τη στετέ,dze ti stete
420,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1434.76,1442.159,ανδριανή μηνά μ γε πιο όμορφα σύ,anthriani mina mi je pço omorfa si
421,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1439.12,1443.679,ηρέμησε κοπέλια όι μαγκες με μένα,iremise kopeʎa oɪ maŋɡez me mena
422,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1442.159,1445.4,είπαμε μέχρι το νοέμβριο που έννα,ipame mechri to noemvrio pu ena
423,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1443.679,1446.919,μαζέψουμε τις κληματίδες έννα δούμε ήντα έννα,mazepsume tis klimatithes ena thume ida ena
424,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1445.4,1450.88,γίνει μέχρι τότε ποιοι έννα μείνουν τζαί,jini mechri tote pii ena minun dze
425,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1446.919,1450.88,ποιοι έννα φύγουν άντε στη δουλειά σας,pii ena fighun ade sti thuʎa sas
426,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1455.64,1461.48,τώρα είσαι τόσο ξεφτίλας παράκουσε όξα το,tora ise toso kseftilas parakuse oksa to
427,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1459.6,1463.559,κάνες επίτηδες για να γίνω κόλος με τη,kanes epitithez jana jino koloz me ti
428,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1461.48,1466.559,μελίνα όπα ρε φίλε ήντα είναι αυτά που λες,melina opa re file ida ine afta pu les
429,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1463.559,1468.96,με το γιώργη μίλησες ναι λάθος κατάλαβες,me to jorji milisez ne lathos katalaves
430,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1466.559,1470.88,ηλίθιε μην ξανα τολμήσεις τζαί πιάσει το,ilithie miŋ ɡzana tolmisis dze pçasi to
431,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1468.96,1472.919,στόμα σου τη γυναίκα μου έννα σου κόψω την,stoma su ti jineka mu ena su kopso tin
432,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1470.88,1477.32,καλημέρα μηνά στο,kalimera mina sto
433,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1472.919,1481.399,ξεκαθάρισα σίφη έλα πίσω ρε εν το έκανα,ksekatharisa sifi ela piso re en do ekana
434,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1477.32,1481.399,επί τη δε σίφη ούτε παράκουσε,epi ti the sifi ute parakuse
435,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1491.64,1496.64,ο σήφης ο γιαννακάκης ρε σοβαρά μιλάς,o sifis o janakaciz re sovara milas
436,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1494.76,1499.88,ναι ρε τζαί εν πρέπει να μπλέξουμε μαζί,ne re dze em brepi na bleksume mazi
437,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1496.64,1503.08,του ήντα έννα του πούμε γ το χει γκόμενο άσε,tu ida ena tu pume ghama to çi ɡomeno ase
438,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1499.88,1503.08,που έννα μας έβγαζε τρελλούς,pu ena mas evghaze trelus
439,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1504.559,1511.48,αυτή ο μηνάς είναι ήντα κάνω μην απαντάς,afti o minas ine ida kano min apadas
440,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1508.559,1513.279,άστο φύγαμε πάμε ρέθι ο επί τόπου έννα τον,asto fighame pame rethi o epi topu ena ton
441,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1511.48,1516.039,βγάλουμε τρελό ότι εν κατάλαβε ήντα του,vghalume trelo oti eŋ ɡatalave ida tu
442,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1513.279,1516.039,είπαμε,ipame
443,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1525.039,1531.36,πάμε πολύ καιρό έσιει να μαζευτούμε όλοι,pame poli cero esji na mazeftume oli
444,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1527.84,1533.12,να φάμε πάμε έθι χιλα ναι αγάπη μου,na fame pame ethi çila ne aghapi mu
445,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1531.36,1538.0,χαίρεσαι,çerese
446,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1533.12,1540.799,ε γεια σας γεια σς μα ήντα χαρά ήταν αυτή,epsilon ja saz ja sighmasighma ma ida chara itan afti
447,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1538.0,1545.76,ω καλώ στη στετέ κάτσε τζιαμέ στην,omegha kalo sti stete katse dziame stin
448,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1540.799,1549.279,αρχοντική τζαί εσύ χριστινος της,archodici dze esi christinos tis
449,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1545.76,1554.88,ε ήντα είναι συμβαίνει,epsilon ida ine simveni
450,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1549.279,1557.44,κάτι ε όλο τζαί κάτι δήμητρα αφού τα,kati epsilon olo dze kati thimitr afu ta
451,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1554.88,1560.24,είπαμε αυτά όι ακόμα γιατί μιλάτε,ipame afta oɪ akoma jati milate
452,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1557.44,1562.44,συνέχεια με νοούμενα εσείς γιατί ο,sineça me noumena esiz jati omikron
453,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1560.24,1566.52,νεκτάριος ξαφνικά έγινε,nektarios ksafnika ejine
454,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1562.44,1572.0,προληπτικός εγώ όμως όι,proliptikos egho omos oɪ
455,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1566.52,1574.72,λοιπόν είμαι έγκυος α μπράβο μπράβο α,lipon ime eŋɡios alfa bravo bravo alfa
456,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1572.0,1577.399,έχω αδερφάκι έχω αδερφάκι ωραί η καλή,echo atherfaci echo atherfaci ore i kali
457,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1574.72,1580.399,ναι μαρίνα μου έννα χεις αδερφάκι,ne marina mu ena çis atherfaci
458,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1577.399,1585.52,κοριτσάκι μου μπράβο,koritsaci mu bravo
459,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1580.399,1585.52,συγχαρητήρια πάω να βάλω λίγο νερό,siŋcharitiria pao na valo ligho nero
460,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1590.799,1599.12,απόψε θέλω να,apopse thelo na
461,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1594.24,1604.039,μεθύσω το πιο πικρό να πιο,methiso to pço pikro na pço
462,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1599.12,1609.84,κρασί τον κόσμο πίσω μου να,krasi toŋ ɡosmo piso mu na
463,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1604.039,1609.84,αφήσω που τον αφήσαμε,afiso pu ton afisame
464,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1611.24,1618.919,μαζί,mazi
465,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1612.799,1621.96,κρασί πικρό από σταφύλι ν κάν ρκα μντ,krasi pikro apo stafili ni ɡan rka minitaf
466,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1618.919,1627.76,ιμου το ορκίζεσαι αγάπη μου σου το,imu to orcizese aghapi mu su to
467,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1621.96,1630.159,ρίζω λέ σν είμαι ρομέν μαζί σου θέλω να,rizo le sighmani ime romen mazi su thelo na
468,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1627.76,1630.159,χωρίσω,choriso
469,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1641.24,1646.44,ά,alfa tonos
470,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1642.84,1651.2,απόψε θέλω να,apopse thelo na
471,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1646.44,1653.2,μεθύσω τζαί να μη σκέφτομαι,methiso dze na mi sceftome
472,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1651.2,1656.12,γιατί να,jati na
473,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1653.2,1662.12,κοιμηθώ τζαί να,cimitho dze na
474,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1656.12,1662.12,ξυπνήσω τζαί να ναι γύρω μου,ksipniso dze na ne jiro mu
475,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1663.559,1669.159,γιορτή αμά ρε αναστασία το γινάτι σου,jorti ama re anastasia to jinati su
476,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1667.08,1673.6,γιατί εν μου λες ήντα έπαθε ο αρφός σου,jati en mu les ida epathe o arfos su
477,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1669.159,1673.6,με τη μελίνα να σου πει ο ίδιος αν θέλει,me ti melina na su pi o ithios an theli
478,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1673.84,1678.76,θε αναστασία έχες δίκιο τελικά έγινε,the anastasia eçez thico telika ejine
479,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1677.44,1681.96,παρεξήγηση,pareksijisi
480,/kaggle/input/audio-files/Audio_Files/w4xL6TCHB5Y.wav,1678.76,1684.799,μπράβο πολύ ωραία αντε να ταν μπαλώσεις,bravo poli ore ade na tan balosis
